Actual_X,Actual_Y,Predicted_Y
"['h', 'e', 'l', 'p', 'e', 'r']","['ह', 'े', 'ल', '्', 'प', 'र']","['ह', 'े', 'ल', '्', 'प', 'र']"
"['u', 'r', 'i']","['स', 'ू', 'र', 'ी']","['स', 'ु', 'र', 'ी']"
"['r', 'i', 'd', 'g', 'e']","['र', 'ि', 'ज']","['र', 'ि', 'ज']"
"['m', 'a', 'r', 'a', 't', 'h', 'a']","['म', 'र', 'ा', 'ठ', 'ा']","['म', 'र', 'ा', 'थ']"
"['w', 'a', 'r', 'n', 'i', 'k', 'a', 'a']","['स', '्', 'व', 'र', '्', 'ण', 'ि', 'क', 'ा']","['स', '्', 'व', 'र', '्', 'ण', 'ि', 'क', 'ा']"
"['d', 'o', 'r', 'k']","['ड', 'ॉ', 'र', '्', 'क']","['ड', 'ो', 'र', '्', 'क']"
"['f', 'a', 'l', 'i', 'y', 'a']","['फ', 'ा', 'ल', 'ि', 'य', 'ा']","['फ', 'ल', 'ि', 'य', 'ा']"
"['t', 'h', 'o', 'm', 'a']","['थ', 'ॉ', 'म', 'स']","['थ', 'ो', 'म', 'स']"
"['a', 'u', 'g', 'u', 't', 'a']","['अ', 'ग', 'स', '्', 'त', 'ा']","['आ', 'ग', 'स', '्', 'त', 'ा']"
"['t', 'i', 'n', 'k', 'a', 'a']","['ट', 'ि', 'ं', 'क', 'ा']","['ट', 'ि', 'ं', 'क', 'ा']"
"['u', 'n', 't', 'e', 'c', 'k']","['स', 'न', 'ट', 'े', 'क']","['स', 'ं', 'ट', 'े', 'क']"
"['a', 'v', 'e', 'r', 'y']","['ए', 'व', 'र', 'ी']","['ए', 'व', 'र', 'ी']"
"['e', 'v', 'a', 'l', 'a', 'a']","['स', 'े', 'व', 'ा', 'ल', 'ा']","['स', 'े', 'व', 'ल', 'ा']"
"['d', 'a', 'r', 'a', 'w', 'a', 'n', 'i']","['ड', 'र', 'ा', 'व', 'न', 'ी']","['द', 'ा', 'र', 'ा', 'व', 'ा', 'न', 'ी']"
"['g', 'r', 'a', 'y']","['ग', '्', 'र', 'े']","['ग', '्', 'र', 'े', 'य']"
"['p', 'h', 'y', 'u', 'c', 'h', 'u', 'r', 'i', 't', 'i', 'c']","['फ', '्', 'य', 'ू', 'च', 'ु', 'र', 'ि', 'स', '्', 'ट', 'ि', 'क']","['फ', '्', 'य', 'ु', 'च', 'ु', 'र', 'ि', 'स', '्', 'ट', 'ि', 'क']"
"['a', 'y', 'o', 'd', 'h', 'y', 'e', 'a', 'n', 'a', 't', 'h']","['अ', 'य', 'ो', 'ध', '्', 'य', 'ा', 'न', 'ा', 'थ']","['अ', 'य', 'ो', 'ध', '्', 'य', 'न', 'न', 'ा', 'थ']"
"['m', 'h', 'a', 't', 'h', 'i', 'r']","['म', 'ह', 'ा', 'थ', 'ि', 'र']","['म', 'ह', 'ा', 'थ', 'ी', 'र']"
"['r', 'a', 'd', 'i', 'u', 'm', 'd', 'h', 'a', 'r', 'm', 'e', 'e']","['र', 'े', 'ड', 'ि', 'य', 'म', 'ध', 'र', '्', 'म', 'ी']","['र', 'े', 'ड', 'ि', 'य', 'म', 'ध', 'र', 'र', 'ी']"
"['v', 'y', 'a', 'v', 'a', 't', 'h', 'a', 'a', 'm', 'o', 'o', 'l', 'a', 'k']","['व', '्', 'य', 'व', 'स', '्', 'थ', 'ा', 'म', 'ू', 'ल', 'क']","['व', '्', 'य', 'व', 'स', '्', 'थ', 'ा', 'म', 'ू', 'ल', 'क']"
"['z', 'a', 'm', 'a', 'n', 'a']","['ज', '़', 'म', 'ा', 'न', 'ा']","['ज', '़', 'म', 'ा', 'न', 'ा']"
"['n', 'i', 'r', 'd', 'e', 'h', 'i', 'k', 'a', 'a']","['न', 'ि', 'र', '्', 'द', 'े', 'ि', 'क', 'ा']","['न', 'ि', 'र', '्', 'द', 'े', 'ि', 'क', 'ा']"
"['c', 'i', 't', 'y']","['स', 'ि', 'ट', 'ी']","['स', 'ि', 'ट', 'ी']"
"['m', 'i', 'd', 'w', 'e', 't']","['म', 'ि', 'ड', 'व', 'े', 'स', '्', 'ट']","['म', 'ि', 'ड', 'व', 'े', 'स', '्', 'ट']"
"['c', 'h', 'a', 'r', 'a', 'n', 'b', 'a', 'd', 'd', 'h']","['च', 'र', 'ण', 'ब', 'द', '्', 'घ']","['च', 'र', 'ण', 'ब', 'द', '्', 'ध']"
"['f', 'a', 't', 'a', 'h', 'i']","['फ', 'ट', 'ह', 'ी']","['फ', 'त', 'ा', 'ह', 'ी']"
"['i', 'y', 'a', 'h']","['स', 'ि', 'य', 'ा', 'ह']","['स', 'ि', 'य', 'ा', 'ह']"
"['u', 'm', 'a', 'n', 'a', 't', 'h']","['उ', 'म', 'ा', 'न', 'ा', 'थ']","['उ', 'म', 'न', 'ा', 'थ']"
"['p', 'u', 'k', 'h', 't', 'a', 'a']","['प', 'ु', 'ख', '़', '्', 'त', 'ा']","['प', 'ु', 'ख', 'त', 'ा']"
"['m', 'a', 'l', 'h', 'o', 't', 'r', 'a']","['म', 'ल', '्', 'ह', 'ो', 'त', '्', 'र', 'ा']","['म', 'ल', 'ह', 'ो', 'त', '्', 'र']"
"['a', 'p', 'c', 'o', 't', 'e', 'x']","['ए', 'प', 'क', 'ो', 'ट', 'े', 'क', '्', 'स']","['ए', 'प', 'ो', 'क', 'े', 'ट', '्', 'स']"
"['k', 'h', 'i', 'n', 'c', 'h', 'a', 'k', 'a', 'r']","['ख', 'ि', 'ं', 'च', 'क', 'र']","['ख', 'ि', 'ं', 'च', 'क', 'र']"
"['n', 'i', 'l', 'a', 'b', 'h']","['न', 'ी', 'ल', 'ा', 'भ']","['न', 'ी', 'ल', 'भ']"
"['t', 'a', 'd', 'i', 'p', 'a', 'r']","['त', 'ड', '़', 'ी', 'प', 'ा', 'र']","['त', 'ा', 'ड', 'ी', 'प', 'र']"
"['m', 'u', 'k', 'h', 'y', 'a', 'm', 'a', 'n', 't', 'r', 'i', 'p', 'a', 't', 'a', 'n', 'a']","['म', 'ु', 'ख', '्', 'य', 'म', 'ं', 'त', '्', 'र', 'ी', 'प', 'ट', 'न', 'ा']","['म', 'ु', 'ख', '्', 'य', 'म', 'ं', 'त', '्', 'र', 'ी', 'प', 'त', 'ा', 'न', 'ा']"
"['a', 'r', 'e', 'b', 'a', 'j', 'a', 'r']","['स', 'र', 'े', 'ब', 'ा', 'ज', 'ा', 'र']","['स', 'र', 'े', 'ब', 'ा', 'ज', 'र']"
"['g', 'r', 'a', 'a', 'h', 'a', 'k', 'o', 'n', 'n', 'e']","['ग', '्', 'र', 'ा', 'ह', 'क', 'ो', 'ं', 'न', 'े']","['ग', '्', 'र', 'ा', 'ह', 'क', 'ो', 'ं', 'न', 'े']"
"['t', 'u', 'n', 'g', 'n', 'a', 't', 'h']","['त', 'ु', 'ं', 'ग', 'न', 'ा', 'थ']","['त', 'ु', 'ं', 'ग', 'न', 'ा', 'थ']"
"['n', 'e', 'u', 'r', 'o', 'v', 'a', 'c', 'u', 'l', 'a', 'r']","['न', '्', 'य', 'ू', 'र', 'ो', 'व', 'े', 'स', '्', 'क', 'ु', 'ल', 'र']","['न', '्', 'य', 'ू', 'र', 'ो', 'व', 'ा', 'स', '्', 'क', '्', 'ल', 'ु', 'ल', 'र']"
"['j', 'a', 'n', 'a', 'g', 'a', 'n', 'n', 'a']","['ज', 'न', 'ग', 'ण', 'न', 'ा']","['ज', 'ा', 'न', 'ा', 'ग', 'ा', 'न', 'ा']"
"['j', 'e', 'f', 'f', 'e', 'r', 'o', 'n', 'v', 'i', 'l', 'l', 'e']","['ज', 'े', 'फ', 'र', 'स', 'न', 'व', 'ि', 'ल']","['ज', 'े', 'फ', 'र', '्', 'स', 'व', 'ा', 'ं', 'ि', 'ल']"
"['e', 'h', 'g', 'a', 'l']","['स', 'ह', 'ग', 'ल']","['स', 'े', 'ह', 'ग', 'ल']"
"['r', 'a', 'l', 'h', 'a', 'n']","['र', 'ल', '्', 'ह', 'न']","['र', 'ा', 'ल', 'ह', 'न']"
"['b', 'i', 'p', 'i', 'n']","['ब', 'ि', 'प', 'ि', 'न']","['ब', 'ि', 'प', 'ि', 'न']"
"['a', 'b', 'h', 'a', 'e', 'n']","['स', 'भ', 'ा', 'ए', 'ं']","['स', 'भ', 'ा', 'ए', 'ँ']"
"['u', 'b', 'h', 'r', 'e', 'g', 'a']","['उ', 'भ', 'र', 'े', 'ग', 'ा']","['उ', 'भ', 'र', 'े', 'ग', 'ा']"
"['o', 'g', 'a', 't', 'a', 'a', 'v', 'e', 't', 'a', 'l', 'a', 'i', 'n', 'd']","['ऑ', 'ग', 'स', '्', 'ट', 'ा', 'व', 'े', 'स', '्', 'ट', 'ल', 'ै', 'ं', 'ड']","['ओ', 'ग', 'स', 'स', '्', 'त', 'ा', 'ा', 'ा', 'स', 'ा', 'ल', 'ि', 'ं', 'ं']"
"['v', 'a', 'i', 'm', 'a', 'n', 'y', 'a']","['व', 'ै', 'म', 'न', 'स', '्', 'य']","['व', 'ै', 'म', 'न', '्', 'य']"
"['t', 'r', 'i', 'k', 'a', 'l', 'd', 'a', 'r', 'h', 'e', 'e']","['त', '्', 'र', 'ि', 'क', 'ा', 'ल', 'द', 'र', '्', 'ी']","['ट', '्', 'र', 'ि', 'क', 'ल', 'द', 'र', '्', 'ी']"
"['m', 'a', 'u', 'l', 'v', 'i', 'y', 'o', 'n']","['म', 'ौ', 'ल', 'व', 'ि', 'य', 'ो', 'ं']","['म', 'ौ', 'ल', 'व', 'ि', 'य', 'ो', 'ं']"
"['r', 'o', 'w', 'a', 'n']","['र', 'ो', 'व', 'न']","['र', 'ो', 'व', 'ा', 'न']"
"['m', 'a', 'n', 'g', 'e', 'h']","['म', 'ं', 'ग', 'े']","['म', 'ं', 'ग', 'े']"
"['d', 'y', 'n', 'a', 'm', 'a', 't', 'i', 'c']","['ड', 'ा', 'य', 'न', 'ा', 'म', 'े', 'ट', 'ि', 'क']","['ड', 'ा', 'य', 'न', 'ै', 'म', 'े', 'ट', 'ि', 'क']"
"['e', 'n', 'e', 'e', 'a', 'a', 'r', 'd', 'a', 'b', 'l', 'y', 'o', 'o', 'e', 'e']","['ए', 'न', 'स', 'ी', 'आ', 'र', 'ड', 'ब', '्', 'ल', '्', 'य', 'ू', 'स', 'ी']","['ए', 'न', '्', 'स', 'ी', 'अ', 'र', 'स', 'ब', '्', 'ल', 'ि', 'य', 'ी']"
"['h', 'i', 'm', 'a', 't']","['ि', 'म', 'ट']","['ि', 'म', 'त']"
"['u', 'h', 'a', 'g', 'i', 'n']","['स', 'ु', 'ह', 'ा', 'ग', 'ि', 'न']","['स', 'ु', 'ह', 'ा', 'ग', 'ि', 'न']"
"['c', 'h', 'a', 'd', 'h', 'n', 'e']","['च', 'ढ', '़', 'न', 'े']","['च', 'ढ', 'न', 'े']"
"['a', 't', 'a', 'h', 'e', 'r']","['अ', 'त', 'ह', 'र']","['अ', 'ट', 'ा', 'ह', 'े', 'र']"
"['v', 'y', 'a', 'k', 't', 'e', 'e', 'y', 'o', 'n']","['व', '्', 'य', 'क', '्', 'त', 'ी', 'य', 'ो', 'ं']","['व', '्', 'य', 'क', '्', 'त', 'ि', 'य', 'ो', 'ं']"
"['w', 'a', 't', 'a', 'n', 't', 'r', 'a', 'i', 'n', 'g', 'h']","['स', '्', 'व', 'त', 'ं', 'त', '्', 'र', 'स', 'ि', 'ं', 'ह']","['स', '्', 'व', 'त', 'ं', 'त', '्', 'र', 'स', 'ि', 'ं', 'ं', 'ह']"
"['j', 'i', 'y', 'a', 'a', 'n', 'g', 'k', 'o', 'u']","['ज', 'ि', 'य', 'ा', 'ं', 'ग', 'क', 'ो', 'ऊ']","['ज', 'ि', 'य', 'ा', 'ं', 'ग', 'क', 'ो', 'ऊ']"
"['t', 'a', 'r', 'i', 'k', 'o']","['त', 'र', 'ी', 'क', 'ो']","['त', 'र', 'ि', 'क', 'ो']"
"['m', 'a', 'z', 'b', 'o', 'o', 'r', 'i']","['म', 'ज', '़', 'ब', 'ू', 'र', 'ी']","['म', 'ज', '़', 'ू', 'र', 'ी']"
"['l', 'a', 'u', 't', 'i']","['ल', 'उ', 'ट', 'ि', 'स']","['ल', 'ा', 'उ', 'ट', 'ि', 'स']"
"['h', 'i', 'a', 'a', 'r', 'a', 'h']","['ह', 'ि', 'स', 'ा', 'र', 'ः']","['ह', 'ि', 'स', 'ा', 'र', 'ः']"
"['r', 'o', 'p', 'a', 'n', 'e', 'y']","['र', 'ो', 'प', 'न', 'े']","['र', 'ो', 'प', 'न', 'े']"
"['p', 'l', 'a', 'n', 'o']","['प', '्', 'ल', 'ा', 'न', 'ो']","['प', '्', 'ल', 'ा', 'न', 'ो']"
"['l', 'o', 'z', 'a', 'n', 'o']","['ल', 'ो', 'ज', '़', 'ा', 'न', 'ो', 'ं']","['ल', 'ो', 'ज', 'ा', 'न', 'ो']"
"['r', 'e', 'a', 'd', 'i', 'n', 'g']","['र', 'ी', 'ड', 'ि', 'ं', 'ग']","['र', 'ी', 'ड', 'ि', 'ं', 'ग']"
"['r', 'i', 'h', 't', 'e']","['र', 'ि', '्', 'त', 'े']","['र', 'ि', '्', 'त', 'े']"
"['d', 'h', 'a', 'a', 'h']","['ढ', 'ा', 'ह']","['ढ', 'ा', 'ह']"
"['e', 'r', 'i', 'c', 'a']","['ए', 'र', 'ि', 'क', 'ा']","['ए', 'र', 'ि', 'क', 'ा']"
"['t', 'h', 'a', 'k', 'k', 'a', 'r']","['ठ', 'क', '्', 'क', 'र']","['थ', 'ा', 'क', 'र']"
"['a', 'r', 't', 'h', 'a', 'w', 'y', 'a', 'v', 'a', 't', 'h', 'a', 't', 'a', 'a', 'o', 'n']","['अ', 'र', '्', 'थ', 'व', '्', 'य', 'व', 'स', '्', 'थ', 'त', 'ा', 'ओ', 'ं']","['अ', 'र', '्', 'थ', 'व', '्', 'य', 'व', 'त', 'ल', 'ा', 'ा', 'ा', 'ा', 'ओ', 'ं']"
"['j', 'a', 'v', 'a', 't', 'e']","['ज', 'ा', 'व', 'त', 'े']","['ज', 'व', 'त', 'े']"
"['m', 'o', 'n', 't', 'g', 'o', 'm', 'e', 'r', 'y']","['म', 'ो', 'ं', 'ट', 'ग', 'ो', 'म', 'र', 'ी']","['म', 'ो', 'ं', 'ट', 'ग', 'ो', 'न', 'र', 'ी']"
"['a', 'r', 'd', 'h', 'a', 'v', 'i', 'h', 'w', 'a', 'a']","['अ', 'र', '्', 'ध', 'व', 'ि', '्', 'व', 'ा', 'स']","['अ', 'र', '्', 'ध', 'व', 'ि', '्', 'व', 'ा', 'स']"
"['k', 'i', 'a', 'n', 'o', 'n']","['क', 'ि', 'स', 'ा', 'न', 'ो', 'ं']","['क', 'ि', 'स', 'ा', 'न', 'ो', 'ं']"
"['a', 'g', 'n', 'i', 'y', 'a', 'a', 'n']","['अ', 'ग', '्', 'न', 'ि', 'य', 'ा', 'ं']","['अ', 'ग', '्', 'न', 'ि', 'य', 'ा', 'ँ']"
"['b', 'h', 'a', 'p', 'a', 'a', 'i']","['भ', 'प', 'ा', 'ई']","['भ', 'प', 'ा', 'ई']"
"['g', 'a', 'y', 't', 'r', 'i']","['ग', 'ा', 'य', 'त', '्', 'र', 'ी']","['ग', 'े', 'य', 'ट', '्', 'र', 'ी']"
"['m', 'a', 'n', 'w', 'a', 'a', 'y', 'a', 'a']","['म', 'न', 'व', 'ा', 'य', 'ा']","['म', 'न', 'व', 'ा', 'य', 'ा']"
"['m', 'o', 'n', 't', 'c', 'l', 'a', 'i', 'r']","['म', 'ो', 'ं', 'ट', 'क', '्', 'ल', 'े', 'य', 'र']","['म', 'ो', 'ं', 'ट', 'क', 'े', 'ल', 'र']"
"['b', 'a', 'd', 'a', 'l', 'w', 'a']","['ब', 'द', 'ल', 'व', 'ा']","['ब', 'द', 'ल', 'व', 'ा']"
"['k', 'a', 'r', 'n', 'e', 'h', 'v', 'a', 'r', 'd', 'h', 'a', 'a', 'm']","['क', 'र', '्', 'ण', 'े', '्', 'व', 'र', 'ध', 'ा', 'म']","['क', 'र', '्', 'न', 'े', '्', 'व', 'र', 'म', 'ध']"
"['m', 'a', 'h', 'a', 'a', 'd', 'h', 'a', 'r', 'm', 'a', 'a', 'd', 'h', 'y', 'a', 'k', 'h', 'a']","['म', 'ह', 'ा', 'ध', 'र', '्', 'म', 'ा', 'ध', '्', 'य', 'क', '्', 'ष']","['म', 'ह', 'ा', 'ध', 'र', '्', 'म', 'ध', '्', 'य', 'क', '्', 'ष', 'ा']"
"['r', 'a', 'c', 'e']","['र', 'े', 'स']","['र', 'े', 'स']"
"['n', 'i', 'k', 'a', 'l', 'o', 'g', 'i']","['न', 'ि', 'क', 'ल', 'े', 'ग', 'ी']","['न', 'ि', 'क', 'ा', 'ल', 'ो', 'ग', 'ी']"
"['j', 'o', 'e']","['ज', 'ो', 'स']","['ज', 'ो', 'स', 'े']"
"['p', 'e', 'g', 'a', 'w']","['प', 'े', 'ग', 'व']","['प', 'े', 'ग', 'ा', 'व']"
"['d', 'h', 'u', 'a', 'n']","['ध', 'ु', 'आ', 'ं']","['ध', 'ु', 'आ', 'न']"
"['k', 'a', 'p', 'o', 'l', 'k', 'a', 'l', 'p', 'a', 'n', 'a']","['क', 'प', 'ो', 'ल', 'क', 'ल', '्', 'प', 'न', 'ा']","['क', 'प', 'ो', 'ल', 'ल', 'क', 'ा', '्', 'न', 'ा']"
"['d', 'a', 'b', 'i']","['ड', 'ा', 'ब', 'ी']","['ड', 'ा', 'ब', 'ी']"
"['j', 'a', 'l', 'a', 'n', 'a', 'd', 'h', 'a', 'n']","['ज', 'ल', 'स', 'ं', 'स', 'ा', 'ध', 'न']","['ज', 'ल', 'स', 'ं', 'स', 'ध', 'न']"
"['e', 'v', 'a', 'k', 'o', 'n']","['स', 'े', 'व', 'क', 'ो', 'ं']","['स', 'े', 'व', 'क', 'ो', 'ं']"
"['m', 'i', 't', 'i']","['म', 'ि', 'त', 'ि']","['म', 'ि', 'त', 'ि']"
"['e', 'n', 't', 'r', 'e', 'e', 'k']","['ए', 'ं', 'ट', '्', 'र', 'ी', 'क', '्', 'स']","['ए', 'न', '्', 'ट', '्', 'र', 'ि', 'क', '्', 'स']"
"['p', 'a', 't', 'r', 'a', 'n', 'i']","['प', 'ट', 'र', 'ा', 'न', 'ी']","['प', 'त', '्', 'र', 'ा', 'न', 'ी']"
"['t', 'r', 'u', 'c', 'k']","['ट', '्', 'र', 'क']","['ट', '्', 'र', 'क']"
"['a', 'l', 'a', 'y', 'a', 'm', 'a', 'n', 'e', 'e']","['अ', 'ल', 'य', 'म', 'न', 'ी']","['आ', 'ल', 'य', 'म', 'ा', 'न', 'ी']"
"['c', 'h', 'h', 'u', 'd', 'a', 'w', 'a', 'a', 'y', 'a']","['छ', 'ु', 'ड', '़', 'व', 'ा', 'य', 'ा']","['छ', 'ु', 'ड', '़', 'व', 'ा', 'य', 'ा']"
"['r', 'u', 'h', 'i', 't', 'a', 'a']","['ऋ', 'ष', 'ि', 'त', 'ा']","['र', 'ु', 'ि', 'त', 'ा']"
"['r', 'a', 'a', 'j', 't', 'h', 'a', 'n', 'v', 'a', 'i', 'y', 'o', 'n']","['र', 'ा', 'ज', 'स', '्', 'थ', 'ा', 'न', 'व', 'ा', 'स', 'ि', 'य', 'ो', 'ं']","['र', 'ा', 'ज', 'स', '्', 'थ', 'ा', 'ं', 'स', 'व', 'ि', 'य', 'ो', 'ं']"
"['j', 'a', 'l', 'j', 'a', 'l', 'e']","['ज', '़', 'ल', 'ज', '़', 'ल', 'े']","['ज', 'ल', 'ज', 'ल', 'े']"
"['w', 'p', 'd']","['ड', 'ब', '्', 'ल', '्', 'य', 'ू', 'प', 'ी', 'ड', 'ी']","['व', 'ी', 'प', 'ी', 'ड', 'ी']"
"['a', 'e', 'r', 'o', 'n', 'a', 'u', 't', 'i', 'c']","['ए', 'र', 'ो', 'न', 'ॉ', 'ट', 'ि', 'क', '्', 'स']","['ए', 'य', 'र', 'ो', 'न', 'ॉ', 'ट', 'ि', 'क', '्', 'स']"
"['n', 'i', 'r', 'b', 'a', 'd', 'h']","['न', 'ि', 'र', '्', 'ब', 'ा', 'ध']","['न', 'ि', 'र', '्', 'ब', 'ा', 'ध']"
"['c', 'r', 'o', 'n', 'f', 'r', 'e', 'n', 'c', 'i', 'n', 'g']","['क', '्', 'र', 'ा', 'न', '्', 'फ', '्', 'र', 'े', 'ं', 'स', 'ि', 'ं', 'ग']","['क', '्', 'र', 'ॉ', 'न', 'फ', '्', 'र', 'े', 'ं', 'स', 'ि', 'ं', 'ग']"
"['e', 'x', 'c', 'e', 'l']","['ए', 'क', '्', 'स', 'े', 'ल']","['ए', 'क', '्', 'स', 'े', 'स', 'ल']"
"['m', 'a', 'a', 'm', 'a', 'l', 'o', 'n', 'm', 'e', 'n']","['म', 'ा', 'म', 'ल', 'ो', 'ं', 'म', 'े', 'ं']","['म', 'ा', 'म', 'ल', 'ो', 'ं', 'म', 'े', 'ं']"
"['k', 'a', 'n', 't', 'i', 'n', 'y', 'o', 'o']","['क', 'ं', 'ट', 'ि', 'न', '्', 'य', 'ू']","['क', 'ं', 'ट', 'ि', 'न', 'य', 'ू']"
"['t', 'h', 'a', 'n', 'e']","['थ', 'ा', 'ण', 'े']","['थ', 'ा', 'न', 'े']"
"['a', 'm', 'v', 'e', 'd', 'a', 'n', 'h', 'e', 'e', 'l', 'a', 't', 'a']","['स', 'ं', 'व', 'े', 'द', 'न', '्', 'ी', 'ल', 'त', 'ा']","['स', 'ं', 'व', 'े', 'द', 'न', 'ी', 'ल', 'त', 'ा']"
"['c', 'h', 'h', 'a', 'a', 'p', 'e', 'm', 'a', 'a', 'r']","['छ', 'ा', 'प', 'े', 'म', 'ा', 'र']","['छ', 'ा', 'प', 'े', 'म', 'ा', 'र']"
"['v', 'e', 'g', 'a']","['व', 'े', 'ग', 'ा', 'स']","['व', 'े', 'ग', 'ा', 'स']"
"['d', 'e', 'n', 'i', 'a', 'r']","['ड', 'े', 'न', 'ि', 'अ', 'र']","['ड', 'ि', 'न', 'ि', 'य', 'र']"
"['p', 'o', 'r', 'b', 'a', 'n', 'd', 'a', 'r']","['प', 'ो', 'र', 'ब', 'ं', 'द', 'र']","['प', 'ो', 'र', 'ब', 'ं', 'द', 'र']"
"['k', 'a', 'p', 'u', 'r', 't', 'h', 'a', 'l', 'a']","['क', 'प', 'ू', 'र', 'थ', 'ल', 'ा']","['क', 'प', 'ू', 'र', '्', 'थ', 'ल', 'ा']"
"['d', 'a', 'a', 'n', 'h', 'i', 'l']","['द', 'ा', 'न', 'ी', 'ल']","['ड', 'ा', 'ँ', 'ि', 'ल']"
"['g', 'a', 'n', 'd', 'h', 'a']","['ग', 'ं', 'ध']","['ग', 'ा', 'ं', 'ध', 'ा']"
"['a', 'r', 'j', 'u', 'g', 'a']","['स', 'र', 'ग', 'ु', 'ज', 'ा']","['स', 'र', 'ज', 'ु', 'ग', 'ा']"
"['m', 'a', 'a']","['म', 'ा', 'स']","['म', 'ा', 'स']"
"['b', 'a', 'n', 'a', 'a', 'm']","['ब', 'न', 'ा', 'म']","['ब', 'न', 'ा', 'म']"
"['t', 'a', 'n', 'i', 'h']","['ट', 'ै', 'न', 'ि', 'स']","['त', 'न', 'ि']"
"['u', 'p', 'l', 'a', 'b', 'd', 'h', 'i', 'y', 'o', 'n']","['उ', 'प', 'ल', 'ब', '्', 'ध', 'ि', 'य', 'ो', 'ं']","['उ', 'प', 'ल', 'ब', '्', 'ध', 'ि', 'य', 'ो', 'ं']"
"['j', 'a', 'n', 'e', 'u', 'd', 'h', 'a', 'r', 'e', 'e']","['ज', 'न', 'े', 'ऊ', 'ध', 'ा', 'र', 'ी']","['ज', 'न', 'न', 'ु', 'ध', 'र', 'ी']"
"['g', 'a', 'r', 'j', 'a', 'n', 'a']","['ग', 'र', '्', 'ज', 'न', 'ा']","['ग', 'र', 'ज', 'ा', 'न', 'ा']"
"['p', 'i', 't', 't', 'b', 'u', 'r', 'g', 'h']","['प', 'ि', 'ट', '्', 'स', 'ब', 'र', '्', 'ग']","['प', 'ि', 'ट', '्', 'ट', 'स', 'ब', '्', 'ग', 'ु', 'र']"
"['k', 'i', 'n', 'g', 'k', 'h', 'a', 'n']","['क', 'ि', 'ं', 'ग', 'ख', 'ा', 'न']","['क', 'ि', 'ं', 'ग', 'ख', 'ा', 'न']"
"['d', 'h', 'a', 'r', 'm', 'a', 'r', 'a', 'a', 'j', 'n', 'e']","['ध', 'र', '्', 'म', 'र', 'ा', 'ज', 'न', 'े']","['ध', 'र', '्', 'म', 'ा', 'र', 'ा', 'ज', 'न', 'े']"
"['a', 'h', 'u', 'u', 'l', 'i', 'y', 'a', 't', 'a']","['स', 'ह', 'ू', 'ल', 'ि', 'य', 'त']","['स', 'ह', 'ू', 'ल', 'ि', 'य', 'त', 'ा']"
"['d', 'a', 'b', 'a', 'n', 'g', 'a', 't', 'a']","['द', 'ब', 'ं', 'ग', 'त', 'ा']","['द', 'ब', 'ं', 'ग', 'ा', 'त', 'ा']"
"['b', 'h', 'u', 'v', 'n', 'e', 'h', 'v', 'a', 'p', 'r', 'a', 'a', 'd']","['भ', 'ु', 'व', 'न', 'े', '्', 'व', 'प', '्', 'र', 'स', 'ा', 'द']","['भ', 'ु', 'व', 'न', 'े', '्', 'व', 'ा', 'प', '्', 'र', 'स', 'ा', 'द']"
"['p', 'l', 'u']","['प', 'ल', '्', 'स']","['प', '्', 'ल', 'स']"
"['a', 'a', 't', 'a']","['आ', 'ट', 'ा']","['आ', 'ट', 'ा']"
"['a', 'r', 'a', 'a', 'y', 'm', 'o', 'h', 'i', 'u', 'd', 'd', 'e', 'e', 'n', 'p', 'u', 'r']","['स', 'र', 'ा', 'य', 'म', 'ो', 'ह', 'ि', 'उ', 'द', '्', 'द', 'ी', 'न', 'प', 'ु', 'र']","['स', 'र', 'ा', 'य', 'म', 'ो', 'ह', 'ी', 'द', '्', 'य', 'ू', 'प', 'ु', 'र', '्']"
"['c', 'h', 'a', 'u', 'i', 'n', 'g', 'h', 'a']","['च', 'ौ', 'स', 'ि', 'ं', 'ग', 'ा']","['च', 'ौ', 'स', 'ि', 'ं', 'घ', 'ा']"
"['i', 'm', 'a', 'a', 'n', 'd', 'a', 'a', 'r', 'i']","['इ', 'म', 'ा', 'न', 'द', 'ा', 'र', 'ी']","['ई', 'म', 'ा', 'न', 'द', 'ा', 'र', 'ी']"
"['n', 'e', 'e', 'm', 'k', 'a', 't', 'h', 'a', 'n', 'a']","['न', 'ी', 'म', 'क', 'ा', 'थ', 'ा', 'न', 'ा']","['न', 'ी', 'म', 'क', 'थ', 'थ', 'न']"
"['n', 'a', 'a', 'm', 'e', 'e', 'g', 'i', 'r', 'a', 'a', 'm', 'e', 'e']","['न', 'ा', 'म', 'ी', 'ग', 'ि', 'र', 'ा', 'म', 'ी']","['न', 'ा', 'म', 'ी', 'ग', 'र', 'ी', 'म', 'ी']"
"['p', 'a', 'a', 'l', 'i', 'y', 'o', 'n']","['प', 'ा', 'ल', 'ि', 'य', 'ो', 'ं']","['प', 'ा', 'ल', 'ि', 'य', 'ो', 'ं']"
"['b', 'o', 'k', 'a', 'r', 'o']","['ब', 'ो', 'क', 'ा', 'र', 'ो']","['ब', 'ो', 'क', 'ा', 'र', 'ो']"
"['f', 'a', 't', 'e', 'h', 'p', 'u', 'r']","['फ', '़', 'त', 'े', 'ह', 'प', 'ु', 'र']","['फ', 'त', 'त', 'े', 'ह', 'प', 'ु', 'र']"
